Time (s);Identifier;Duration
1.5882812500e+01;33024;5.0000000000e+00
2.3882812500e+01;33026;5.0000000000e+00
3.1882812500e+01;33027;5.0000000000e+00
3.9882812500e+01;33025;5.0000000000e+00
4.7882812500e+01;33026;5.0000000000e+00
5.5882812500e+01;33025;5.0000000000e+00
6.3882812500e+01;33024;5.0000000000e+00
7.1882812500e+01;33027;5.0000000000e+00
7.9882812500e+01;33025;5.0000000000e+00
8.7882812500e+01;33026;5.0000000000e+00
9.5882812500e+01;33027;5.0000000000e+00
1.0388281250e+02;33024;5.0000000000e+00
1.1188281250e+02;33026;5.0000000000e+00
1.1988281250e+02;33024;5.0000000000e+00
1.2788281250e+02;33027;5.0000000000e+00
1.3588281250e+02;33025;5.0000000000e+00
1.4388281250e+02;33024;5.0000000000e+00
1.5188281250e+02;33027;5.0000000000e+00
1.5988281250e+02;33025;5.0000000000e+00
1.6788281250e+02;33026;5.0000000000e+00
1.7588281250e+02;33027;5.0000000000e+00
1.8388281250e+02;33024;5.0000000000e+00
1.9188281250e+02;33025;5.0000000000e+00
1.9988281250e+02;33026;5.0000000000e+00
2.0788281250e+02;33025;5.0000000000e+00
2.1588281250e+02;33027;5.0000000000e+00
2.2388281250e+02;33026;5.0000000000e+00
2.3188281250e+02;33024;5.0000000000e+00
2.3988281250e+02;33027;5.0000000000e+00
2.4788281250e+02;33026;5.0000000000e+00
2.5588281250e+02;33024;5.0000000000e+00
2.6388281250e+02;33025;5.0000000000e+00
2.7188281250e+02;33024;5.0000000000e+00
2.7988281250e+02;33026;5.0000000000e+00
2.8788281250e+02;33027;5.0000000000e+00
2.9588281250e+02;33025;5.0000000000e+00
3.0388281250e+02;33024;5.0000000000e+00
3.1188281250e+02;33026;5.0000000000e+00
3.1988281250e+02;33027;5.0000000000e+00
3.2788281250e+02;33025;5.0000000000e+00
3.3412500000e+02;32770;0.0000000000e+00
