Time (s);Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6;Channel 7;Channel 8;Sampling Rate
0.0;-1.46505844593;-6.81123924255;-4.93784475327;-13.5228414536;-11.0944709778;-7.50810956955;-17.2340450287;-1.79036343098;250
0.004;-0.593970656395;-6.83081102371;-4.3081407547;-14.081820488;-13.2979154587;-11.7640590668;-16.2167644501;-6.44768095016
0.008;-1.6453551054;-6.70285367966;-5.77690601349;-13.1072397232;-11.9513244629;-9.8533000946;-13.6525774002;-4.32133674622
0.012;-1.34303200245;-4.88253974915;-3.88779449463;-8.94306945801;-9.06865406036;-8.1416683197;-7.93142127991;-4.42097425461
0.016;-0.777084469795;-2.23206067085;-4.59459877014;-6.12667560577;-8.14834022522;-8.8158531189;-4.64352798462;-6.06825733185
0.02;-0.553641140461;-0.381351113319;-5.4753241539;-4.83138656616;-7.42493009567;-10.4964971542;-0.464085936546;-9.50323390961
0.024;-1.11914396286;0.551565408707;-4.93072748184;-2.57901287079;-6.41446828842;-8.87664413452;4.91456604004;-8.94722080231
0.028;-3.08654212952;-0.907117486;-8.18674278259;-4.48369264603;-8.75580406189;-11.8309288025;7.09829044342;-12.2081289291
0.032;-2.68295049667;-0.620066225529;-6.1702671051;-3.84879946709;-7.28777980804;-10.2892150879;9.33643054962;-9.22730350494
0.036;-5.59156799316;-2.12056136131;-6.05609893799;-1.41598105431;-5.84911346436;-7.55125617981;12.4044389725;-7.92638015747
0.04;-6.51796102524;-4.15127086639;-6.81687355042;-2.70163249969;-7.6541557312;-9.85804462433;12.0666790009;-8.61643028259
0.044;-3.01700329781;2.15125322342;0.119357563555;5.19034910202;1.63808989525;-0.57484382391;17.0355129242;0.562982201576
0.048;-0.475206196308;6.58275508881;5.04400634766;8.40410709381;4.24156761169;3.91655898094;17.3787574768;5.50646114349
0.052;1.88421857357;6.11807584763;6.03519296646;4.85184764862;2.09550356865;1.67085766792;15.7795143127;5.34514284134
0.056;5.93095874786;9.97043418884;10.3365135193;4.22051286697;4.6346321106;2.66782689095;9.62778091431;8.31381034851
0.06;6.6060333252;10.1569576263;11.042131424;-0.712438642979;1.06962168217;-0.326342850924;1.66581642628;4.80573558807
0.064;8.24827480316;9.37216377258;11.3093147278;-2.48960590363;1.32138454914;0.253393888474;-4.07209444046;4.09033155441
0.068;6.52789497375;6.36198043823;6.49675798416;-7.05988883972;-2.7908911705;-5.13074445724;-9.07992267609;-2.24066019058
0.072;2.69199490547;0.279489457607;-0.789242625237;-15.5056591034;-11.2156076431;-15.1956262589;-16.6264343262;-10.0911254883
0.076;0.0885173454881;-4.79624652863;-6.13497877121;-14.9791517258;-13.3582611084;-14.1942090988;-19.6732406616;-13.5232858658
0.08;-1.72334527969;-6.89352941513;-8.93684196472;-13.1451969147;-12.7559871674;-13.5851144791;-17.7948036194;-11.9793481827
0.084;-3.91463160515;-6.50179958344;-8.95611667633;-11.0330867767;-12.1425933838;-11.597700119;-13.5649499893;-9.2413892746
0.088;-1.39136815071;-1.79970443249;-5.10450029373;-5.40296840668;-6.95698928833;-6.11051416397;-4.35810804367;-3.1590461731
0.092;1.11558544636;3.85843706131;0.373789340258;3.58339571953;1.34792494774;2.60436725616;7.59410619736;3.68496084213
0.096;3.62224245071;8.63407421112;5.22089242935;9.98407459259;6.8434138298;7.10362815857;17.6881980896;9.44303703308
0.1;3.95644378662;11.1290178299;7.2355890274;11.7304019928;7.76446914673;7.30527591705;22.7547416687;11.9489526749
0.104;5.50527477264;13.8386564255;10.4582433701;16.2268466949;12.475312233;12.6627254486;28.2743988037;15.0375699997
0.108;5.69268846512;15.4599924088;14.4164657593;19.186914444;15.0092506409;15.4828262329;31.6229343414;17.2319698334
0.112;5.32927799225;13.9390354156;10.4017524719;14.8938961029;10.9574689865;11.1389522552;28.2730636597;15.0703382492
0.116;5.38354492188;13.2774543762;12.8114404678;15.2451486588;11.8579139709;12.5826597214;28.2233924866;16.7290382385
0.12;6.02822399139;13.8146371841;13.1226596832;16.6694335938;12.788310051;12.7629556656;28.6954860687;15.5277519226
0.124;7.00843906403;14.5140275955;11.536315918;16.1654624939;12.6754770279;11.6045207977;28.1935901642;13.6057243347
0.128;6.07982206345;15.0936164856;9.58937931061;14.8246545792;9.9435968399;9.14026832581;26.7223052979;10.1762332916
0.132;6.24455022812;15.3627271652;9.55987358093;15.4893493652;12.2643232346;9.92817687988;24.7678070068;9.94997310638
0.136;5.15728473663;11.8850479126;6.90969085693;12.291308403;8.8501033783;7.5769071579;20.8505058289;7.60270595551
0.14;5.40964078903;12.4618196487;8.33367824554;12.7214403152;9.18667697906;8.10400772095;18.3975219727;8.06397533417
0.144;4.29627895355;10.2715711594;7.62672567368;11.6295785904;9.33124065399;9.15168571472;13.3676023483;8.19682502747
